,2023-11-01,2023-11-02,2023-11-03,2023-11-04,2023-11-05,2023-11-06,2023-11-07,2023-11-08,2023-11-09,2023-11-10,2023-11-11,2023-11-12,2023-11-13,2023-11-14,2023-11-15,2023-11-16,2023-11-17,2023-11-18,2023-11-19,2023-11-20,2023-11-21,2023-11-22,2023-11-23,2023-11-24,2023-11-25,2023-11-26,2023-11-27,2023-11-28,2023-11-29,2023-11-30,Workday,7 Day,Count
00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3
01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03:00:00,3,2,1,1,0,1,1,1,2,1,1,0,1,1,1,2,0,1,0,1,2,1,2,1,1,0,1,2,2,2,1,1,35
04:00:00,3,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,2,0,1,1,0,2,0,0,0,0,1,2,0,1,1,18
05:00:00,3,1,3,1,1,2,3,2,1,3,2,0,1,3,5,4,3,1,0,2,3,1,6,3,0,0,3,3,4,3,3,2,67
06:00:00,3,6,4,1,0,3,5,2,1,5,0,0,3,4,5,1,2,5,0,1,5,5,3,5,2,0,1,4,5,6,4,3,87
07:00:00,6,7,20,8,0,3,3,7,6,7,2,2,3,8,3,5,12,4,0,5,14,2,5,8,5,1,6,8,0,2,6,5,162
08:00:00,13,4,15,6,0,11,11,8,7,9,2,3,7,14,11,11,15,3,3,6,6,9,8,10,2,2,15,14,7,10,10,8,242
09:00:00,15,10,3,2,1,9,9,11,8,21,0,2,7,17,12,11,16,1,0,14,12,9,13,22,1,0,16,8,16,4,12,9,270
10:00:00,13,8,5,7,2,7,7,8,5,5,4,2,14,14,9,7,2,3,1,5,7,8,9,21,2,0,14,13,9,11,9,7,222
11:00:00,6,6,8,2,1,8,6,10,9,12,1,2,11,15,9,15,3,4,0,3,11,5,17,15,3,4,12,15,7,9,10,7,229
12:00:00,12,7,7,2,1,8,11,8,11,6,2,0,4,11,8,21,13,4,0,5,5,7,16,14,0,0,7,10,3,7,9,7,210
13:00:00,8,6,12,3,3,5,9,9,5,8,2,2,6,9,9,10,9,1,0,9,9,9,11,18,4,0,10,7,6,5,9,7,204
14:00:00,6,3,8,5,1,6,7,15,9,10,1,1,11,6,2,7,5,2,1,4,5,6,13,6,1,2,16,7,6,3,7,6,175
15:00:00,10,9,8,0,0,9,9,8,9,7,0,0,13,13,14,8,9,0,4,5,16,12,15,10,1,1,12,14,9,16,11,8,241
16:00:00,5,6,5,2,0,5,6,3,6,4,1,1,4,1,4,5,7,2,1,3,7,10,8,6,1,0,4,6,7,5,5,4,125
17:00:00,2,4,1,1,0,0,4,3,4,2,1,1,2,3,3,4,2,3,1,4,5,5,1,2,1,1,5,3,3,2,3,2,73
18:00:00,2,1,2,1,1,1,1,1,4,0,0,4,0,3,1,4,2,0,1,3,2,2,1,1,0,2,3,2,1,1,2,2,47
19:00:00,0,0,1,1,1,0,1,1,0,0,1,1,3,1,1,1,1,1,0,0,0,1,1,1,0,1,2,1,0,0,1,1,22
20:00:00,2,1,1,2,2,1,0,4,0,0,0,0,0,0,0,0,0,3,2,0,0,2,1,0,2,0,2,1,1,1,1,1,28
21:00:00,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,12
22:00:00,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,7
23:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3