,2023-09-01,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08,2023-09-09,2023-09-10,2023-09-11,2023-09-12,2023-09-13,2023-09-14,2023-09-15,2023-09-16,2023-09-17,2023-09-18,2023-09-19,2023-09-20,2023-09-21,2023-09-22,2023-09-23,2023-09-24,2023-09-25,2023-09-26,2023-09-27,2023-09-28,2023-09-29,2023-09-30,Workday,7 Day,Count
00:00:00,4,1,2,5,6,3,2,10,5,1,3,8,6,7,2,5,3,4,7,19,12,12,1,2,2,5,10,8,2,8,7,6,165
01:00:00,4,1,3,4,3,7,7,6,3,4,4,7,11,8,2,3,2,4,8,8,10,8,3,0,2,4,3,6,3,4,6,5,142
02:00:00,8,2,0,6,5,2,4,7,5,1,4,8,7,8,5,7,2,2,16,16,22,26,3,3,4,6,1,3,8,4,8,7,195
03:00:00,8,5,0,4,5,5,9,9,7,2,6,14,10,13,8,7,0,10,14,25,24,21,8,0,9,7,7,9,8,6,11,9,260
04:00:00,10,12,4,12,5,10,9,20,8,1,7,19,15,24,10,14,2,12,19,14,34,20,9,2,14,12,11,12,13,12,14,12,366
05:00:00,21,6,6,20,29,24,22,28,15,6,25,29,25,35,23,16,5,19,25,28,23,25,10,2,21,24,20,18,17,6,24,19,573
06:00:00,37,8,4,33,26,32,37,28,8,2,28,26,28,30,30,18,0,27,30,20,28,26,12,5,22,30,26,35,28,7,29,23,671
07:00:00,33,16,3,33,37,34,27,32,12,6,34,35,32,33,27,11,3,42,32,25,23,40,12,5,32,35,35,26,32,9,32,26,756
08:00:00,38,16,1,29,25,25,27,38,13,4,21,20,26,30,38,17,5,23,11,26,15,34,22,4,28,17,19,25,24,13,26,21,634
09:00:00,33,13,5,26,32,30,30,37,19,3,39,34,38,27,30,13,2,36,32,27,31,30,11,2,29,28,34,29,35,19,32,25,754
10:00:00,35,12,3,40,35,47,42,31,15,6,37,47,32,40,32,11,1,35,35,39,30,37,14,6,39,34,43,44,30,7,37,29,859
11:00:00,44,11,2,49,37,36,42,30,12,4,37,41,33,44,30,12,11,43,33,47,37,34,13,2,37,38,39,50,28,11,39,30,887
12:00:00,32,6,2,43,44,37,38,39,13,5,30,36,38,30,28,9,5,35,29,30,36,36,6,2,34,39,26,30,26,14,34,26,778
13:00:00,34,0,2,37,33,26,35,33,3,3,29,31,24,28,26,5,5,20,31,27,31,19,5,5,33,26,33,28,19,4,29,22,635
14:00:00,21,6,1,32,34,37,28,29,5,3,34,25,35,31,20,8,5,21,22,25,38,30,6,2,25,29,38,26,32,7,29,22,655
15:00:00,25,8,3,36,37,23,29,25,5,4,37,31,30,23,24,7,3,27,24,24,34,27,4,0,22,31,28,24,19,5,28,21,619
16:00:00,15,4,2,25,26,15,23,21,7,3,29,26,22,30,16,2,4,24,19,20,22,19,5,2,19,22,16,23,16,3,21,16,480
17:00:00,10,2,3,26,14,11,16,18,4,7,16,19,17,22,6,9,2,12,16,9,15,9,4,2,19,17,14,18,6,10,15,12,353
18:00:00,8,4,2,12,14,16,14,16,4,6,20,11,6,12,8,5,4,9,6,12,9,6,2,3,7,12,11,14,9,3,11,9,265
19:00:00,11,2,9,8,6,7,7,9,1,2,16,4,6,6,10,3,1,10,7,6,7,9,2,5,12,7,13,6,16,1,9,7,209
20:00:00,3,2,5,5,5,4,8,4,1,3,6,4,6,4,3,3,1,5,4,5,9,4,5,4,6,4,10,4,7,2,5,5,136
21:00:00,4,3,6,6,4,6,7,5,2,4,8,10,7,5,4,1,5,13,6,11,16,4,3,3,9,25,7,7,5,1,8,7,197
22:00:00,6,3,2,7,1,6,9,3,0,0,4,6,8,6,6,3,2,7,7,5,11,7,4,6,8,15,6,4,6,2,7,5,160
23:00:00,2,1,5,4,4,2,5,2,1,3,10,11,6,4,10,0,4,6,6,12,19,1,1,3,4,10,8,4,3,0,6,5,151